地名,X,Y,城市,排名,name_en
万绿湖风景区,114.632454,23.775582,河源,786,Wanlv Lake Scenic Area
库木塔格沙漠,90.247693,42.690853,吐鲁番,787,Kumtag Desert
清东陵,117.684093,40.175106,唐山,788,Eastern Qing Tombs
南桥,103.615872,30.996327,成都,789,Nanqiao
平潭岛,119.73637,25.613511,福州,790,Pingtan Island
崇武古城风景区,118.933415,24.872751,泉州,791,Chongwu Ancient City Scenic Area
南湖公园,108.354167,22.805766,南宁,792,South Lake Park
青岛森林野生动物世界,120.058484,35.98186,青岛,793,Qingdao Forest Wildlife World
八达岭野生动物世界,115.994738,40.353828,北京,794,Badaling Wildlife World
世界园艺博览园,102.762817,25.07482,昆明,795,World Horticultural Exposition Garden
下川岛王府洲旅游度假区,112.569397,21.624163,江门,796,Xiachuan Island Wangfuzhou Tourism Resort
1933老场坊,121.491739,31.254478,上海,797,1933 Old Millfun
司马台长城,117.286281,40.657921,北京,798,Simatai Great Wall
天子驾六博物馆,112.443197,34.674081,洛阳,799,Museum of the Son of Heaven's Six Horses
长沙生态动物园,113.003644,28.032934,长沙,800,Changsha Ecological Zoo
海南热带野生动植物园,110.246702,19.770934,海口,801,Hainan Tropical Wildlife Park and Botanical Garden
木兰草原,114.460529,30.959407,武汉,802,Mulan Grassland
新都桥,101.49346,30.04528,甘孜,803,Xinduqiao
大金湖,117.102172,26.864964,三明,804,Dajin Lake
额济纳胡杨林旅游区,101.083401,41.961803,阿拉善盟,805,Ejina Poplar Forest Tourist Area
钢琴博物馆,118.069819,24.43828,厦门,806,Piano Museum
张家界大峡谷景区（玻璃桥）,110.701244,29.395616,张家界,807,Zhangjiajie Grand Canyon (Glass Bridge)
虎跑公园,120.132062,30.209412,杭州,808,Hupao Park (Tiger Running Park)
绵山景区,111.992701,36.889361,晋中,809,Mianshan Scenic Area
驳二艺术特区,120.285583,22.617164,高雄,810,The Pier-2 Art Center
黄大仙祠,114.198307,22.339691,香港,811,Wong Tai Sin Temple
扬州古运河,119.451538,32.407848,扬州,812,Yangzhou Ancient Canal
渔人码头,121.414857,25.180417,台北,813,Fisherman's Wharf
渔人码头,121.414857,25.180417,新北,814,Fisherman's Wharf
南湖景区,120.758521,30.751622,嘉兴,815,South Lake Scenic Area
台湾海洋生物博物馆,120.698907,22.046017,屏东,816,National Museum of Marine Biology and Aquarium (Taiwan)
普陀宗乘之庙,117.934063,41.013571,承德,817,Putuo Zongcheng Temple (Little Potala Palace)
南山一棵树观景台,106.603308,29.545816,重庆,818,Nanshan Tree Viewing Platform
枫泾古镇,121.015494,30.887518,上海,819,Fengjing Ancient Town
中国科学技术馆,116.398545,40.005981,北京,820,China Science and Technology Museum
天游峰,117.95237,27.649778,南平,821,Tianyou Peak
青城后山,103.481164,30.921323,成都,822,Back Qingcheng Mountain
淡水老街,121.445969,25.166487,新北,823,Tamsui Old Street
武汉植物园,114.423362,30.544892,武汉,824,Wuhan Botanical Garden
花城广场,113.324596,23.119991,广州,825,Huacheng Square
龙庆峡,116.002806,40.551981,北京,826,Longqing Gorge
梅峰岛,118.921428,29.589619,杭州,827,Meifeng Island
芙蓉镇,109.945009,28.742006,湘西,828,Furong Town
古兵器博物馆,112.176208,37.204215,晋中,829,Ancient Weapons Museum
西涌,114.550493,22.482242,深圳,830,Xichong (West Charging)
国家植物园（原北京植物园）,116.209534,40.003166,北京,831,National Botanical Garden (Former Beijing Botanical Garden)
上海世博园,121.48639,31.187321,上海,832,Shanghai Expo Park
九皇山,104.689461,31.935202,绵阳,833,Jiuhuang Mountain
木兰围场,117.494808,42.320388,承德,834,Mulan Hunting Ground
双桥,120.849933,31.114216,苏州,835,Double Bridges
兴城古城,120.712905,40.62257,葫芦岛,836,Xingcheng Ancient City
三峡博物馆,106.550382,29.562136,重庆,837,Three Gorges Museum
梅花山,118.839128,32.050942,南京,838,Plum Blossom Hill
和贵楼,117.093617,24.657851,漳州,839,He Gui Lou
元阳哈尼梯田,102.739627,23.117321,红河,840,Yuanyang Hani Rice Terraces
西子湾风景区,120.270008,22.615068,高雄,841,Xizi Bay Scenic Area
荔波古镇,107.892219,25.40964,黔南,842,Libo Ancient Town
关门山国家森林公园,124.181263,41.115236,本溪,843,Guanmen Mountain National Forest Park
武汉园博园（武汉自然博物馆）,114.215856,30.626113,武汉,844,Wuhan Garden Expo (Wuhan Natural Museum)
扎龙生态旅游区,124.241142,47.196971,齐齐哈尔,845,Zhalong Ecological Tourism Area
呈坎,118.284392,29.922315,黄山,846,Chengkan
荆州古城,112.217429,30.350492,荆州,847,Jingzhou Ancient City
虞山景区,120.705263,31.670876,苏州,848,Yushan Scenic Area
首都博物馆,116.34258,39.906631,北京,849,Capital Museum
广济桥,116.657839,23.662301,潮州,850,Guangji Bridge
苏州古运河,120.611504,31.291776,苏州,851,Suzhou Ancient Canal
蒙古汗城,117.662533,44.459477,锡林郭勒盟,852,Mongolian Khan City
曲院风荷,120.133498,30.249518,杭州,853,Lotus in the Breeze at Crooked Courtyard
若尔盖花湖生态旅游区,102.822647,33.931221,阿坝,854,Zoige Flower Lake Ecological Tourism Area
白塔山公园,103.811775,36.06969,兰州,855,Baita Mountain Park
仙门奇峡,113.061005,24.626627,韶关,856,Xianmen Qixia (Fairy Gate Wonder Gorge)
石象湖,103.424111,30.194454,成都,857,Shixiang Lake
浅水湾,114.201279,22.233976,香港,858,Repulse Bay
荔波大七孔景区,107.751483,25.278295,黔南,859,Libo Daqikong Scenic Area
叠彩山,110.301067,25.290049,桂林,860,Diecai Hill
长海,103.93421,33.035781,阿坝,861,Long Lake (Changhai)
洋人街,100.16088,25.694204,大理,862,Foreigner Street
海舌生态公园,100.156657,25.870703,大理,863,Haise Ecological Park
垦丁白沙湾海滩,120.717432,21.934401,屏东,864,Kenting Baisha Bay
浙西大峡谷,119.103562,30.234613,杭州,865,Zhejiang Grand West Canyon
红山公园,87.606485,43.807967,乌鲁木齐,866,Red Hill Park
厦门科技馆,118.108222,24.490684,厦门,867,Xiamen Science and Technology Museum
马蹄寺景区,100.426449,38.501422,张掖,868,Horse Hoof Temple Scenic Area
红树林,114.001301,22.523255,深圳,869,Mangrove Forest
瑶里景区,117.583685,29.558381,景德镇,870,Yaoli Scenic Area
郑州市动物园,113.685214,34.789402,郑州,871,Zhengzhou Zoo
清漪湖风景区,103.161435,30.136227,雅安,872,Qingyi Lake Scenic Area
东方威尼斯水城,121.691759,38.924409,大连,873,Oriental Venice Water Town
海驴岛,122.67077,37.44752,威海,874,Hailv Island
乌兰布统旅游区,117.200062,42.58767,承德,875,Ulan Butong Scenic Area
四洞沟景区,105.648375,28.468979,遵义,876,Sidonggou Scenic Area
八仙过海景区,120.77577,37.825402,烟台,877,Eight Immortals Crossing the Sea Scenic Area
北京路步行街,113.268998,23.121664,广州,878,Beijing Road Pedestrian Street
哈尔滨融创乐园,126.506347,45.803167,哈尔滨,879,Harbin Wanda Theme Park
南市食品街,117.183885,39.132962,天津,880,Nanshi Food Street
千灯古镇,121.000987,31.263953,苏州,881,Qiandeng Ancient Town
法雨寺,122.393945,30.002863,舟山,882,Fayu Temple
奥林匹克森林公园,116.390406,40.018918,北京,883,Olympic Forest Park
万绿园,110.313766,20.033727,海口,884,Evergreen Park
郑州黄河文化公园,113.512946,34.953923,郑州,885,Zhengzhou Yellow River Cultural Park
永定土楼,116.974964,24.651809,龙岩,886,Yongding Tulou
老邮局,120.481651,30.749872,嘉兴,887,Old Post Office
芦林湖,115.974797,29.549858,九江,888,Lulin Lake
富国海底世界,116.447094,39.928276,北京,889,Fuguo Underwater World
重庆园博园,106.554015,29.680087,重庆,890,Chongqing Garden Expo
上海大观园,120.91006,31.073553,上海,891,Shanghai Grand View Garden
螺髻山,102.41874,27.574089,凉山,892,Luoji Mountain
梅里雪山国家公园,98.856375,28.438704,迪庆,893,Meili Snow Mountain National Park
船帆石,120.823982,21.931218,屏东,894,Sail Rock
渔岛海洋温泉景区,119.286873,39.600952,秦皇岛,895,Fisherman's Island Ocean Hot Spring Resort
张裕酒文化博物馆,121.405823,37.542047,烟台,896,Changyu Wine Culture Museum
南北湖,120.858836,30.382629,嘉兴,897,South-North Lake
黄河口生态旅游区,118.989638,37.761957,东营,898,Yellow River Estuary Ecological Tourism Area
大栅栏,116.391237,39.895221,北京,899,Dashilan
上海老街,121.496844,31.225373,上海,900,Shanghai Old Street
俄罗斯风情小镇,126.600806,45.786294,哈尔滨,901,Russian Style Town
告庄西双景,100.821334,22.007155,西双版纳,902,Gaozhuang Xijing
门源百里油菜花海,101.440476,37.477304,海北,903,Menyuan Hundred-Mile Rape Flower Sea
穹窿山,120.429118,31.265845,苏州,904,Qionglong Mountain
小寨天坑风景区,109.475459,30.744847,重庆,905,Xiaozhai Tiankeng Scenic Area
李中水上森林公园,119.731339,33.033769,泰州,906,Li Zhong Water Forest Park
中华孝道园,120.071177,31.476677,常州,907,China Filial Piety Park
雾漫小东江,113.258499,25.9403,郴州,908,Foggy Little East River
东门老街,114.116252,22.544128,深圳,909,Dongmen Old Street
黄金寨原生态旅游区,114.06799,38.429274,石家庄,910,Golden Village Original Eco-Tourism Area
天门山索道,110.483391,29.111946,张家界,911,Tianmen Mountain Cableway
渣滓洞,106.433464,29.585237,重庆,912,Cinder Cave
长洲岛,114.031543,22.198884,香港,913,Cheung Chau Island
风琴博物馆,118.068594,24.447126,厦门,914,Organ Museum
万仙山景区,113.621595,35.721485,新乡,915,Wanxian Mountain Scenic Area
阳关遗址,94.054051,39.935343,酒泉,916,Yangguan Pass
世界城-光谷步行街,114.402059,30.50528,武汉,917,World City - Optics Valley Walking Street
昭化古城,105.714551,32.331563,广元,918,Zhaohua Ancient City
明仕田园,106.916249,22.710552,崇左,919,Mingshi Pastoral
威海华夏城,122.113871,37.424092,威海,920,Weihai Huaxia City
诸葛八卦村,119.296399,29.247745,金华,921,Zhuge Bagua Village
马仁奇峰风景区,118.168275,30.972916,芜湖,922,Maren Qifeng Scenic Area
广东省博物馆,113.326421,23.114798,广州,923,Guangdong Museum
宝塔山,109.496943,36.593729,延安,924,Pagoda Hill (Baota Mountain)
连城冠豸山,116.786182,25.710917,龙岩,925,Liancheng Guanzhi Mountain
中国航海博物馆,121.919595,30.896078,上海,926,China Maritime Museum
渔湾风景区,119.338399,34.64432,连云港,927,Yuwan Scenic Area
天都峰,118.179592,30.12013,黄山,928,Tiandu Peak
小青岛,120.323827,36.05313,青岛,929,Little Qingdao (Xiaoqingdao)
古城大水车,100.233324,26.876027,丽江,930,Ancient City Water Wheel
陶然亭公园,116.381994,39.874449,北京,931,Taoranting Park
丽景门景区,112.471497,34.680783,洛阳,932,Lijingmen Scenic Area
南翔古镇,121.307186,31.290864,上海,933,Nanxiang Ancient Town
阳明山国家公园,121.55159,25.15303,台北,934,Yangmingshan National Park
桃花潭,118.150326,30.481022,宣城,935,Peach Blossom Pond
金殿公园,102.771327,25.084399,昆明,936,Golden Temple Park
南京大学,118.77961,32.055348,南京,937,Nanjing University
巴丹吉林沙漠,102.87378,40.42505,阿拉善盟,938,Badain Jaran Desert
鲁迅公园,120.332648,36.05462,青岛,939,Lu Xun Park
湘湖,120.215069,30.130178,杭州,940,Xiang Lake
静园,117.189288,39.123259,天津,941,Jingyuan (Tianjin)
茅山森林世界,119.329496,31.809971,常州,942,Maoshan Forest World
定陵,116.225824,40.294818,北京,943,Dingling (Ming Tombs)
莫愁湖景区,118.761158,32.036535,南京,944,Mochou Lake Scenic Area
汉口江滩,114.31629,30.606763,武汉,945,Hankou River Beach
南湾湖风景区,114.001413,32.124914,信阳,946,Nanwan Lake Scenic Area
日升昌票号,112.183662,37.205278,晋中,947,Rishengchang Draft Bank
恐龙传奇,121.586436,38.877596,大连,948,Dinosaur Legend
廿八都古镇,118.482641,28.29162,衢州,949,Nianbadu Ancient Town
武汉杜莎夫人蜡像馆,114.344569,30.555032,武汉,950,Madame Tussauds Wuhan
东关清真大寺,101.79792,36.615301,西宁,951,Dongguan Mosque
九龙瀑布群,104.427326,25.01305,曲靖,952,Jiulong (Nine Dragon) Waterfall Group
南海影视城,113.107891,23.187255,佛山,953,Nanhai Film and Television City
碧海金沙,121.576522,30.825191,上海,954,Blue Sea and Golden Sand
桃花源,111.441872,28.790605,常德,955,Peach Blossom Land (Taohuayuan)
千岛湖东南湖区,119.076356,29.585813,杭州,956,Qiandao Lake Southeast Lake Area
复旦大学,121.504439,31.295883,上海,957,Fudan University
辉腾锡勒黄花沟草原旅游区,112.52787,41.132266,乌兰察布,958,Huitengxile Huanghuagou Grassland Tourist Area
秦皇求仙入海处,119.62175,39.914043,秦皇岛,959,Qin Huangdao Qiuxian Entering the Sea Place
人民大礼堂,106.55411,29.561636,重庆,960,Great Hall of the People
天安门城楼,116.397492,39.909064,北京,961,Tiananmen Rostrum
八里沟景区,113.563432,35.597599,新乡,962,Baligou Scenic Area
平遥古城墙,112.182155,37.210619,晋中,963,Pingyao Ancient City Wall
南宁动物园,108.268539,22.834938,南宁,964,Nanning Zoo
花舞人间,103.797625,30.388894,成都,965,Flower Dance World
火山岛旅游休闲度假区,118.023621,24.207461,漳州,966,Volcanic Island Tourism and Vacation Resort
上海电影博物馆,121.438142,31.186142,上海,967,Shanghai Film Museum
烟袋斜街,116.394605,39.939114,北京,968,Yandai Byway (Tobacco Pipe Lane)
台州府城文化旅游区,121.117245,28.846582,台州,969,Taizhou Prefectural City Cultural Tourism Zone
红石峡,113.355945,35.433452,焦作,970,Red Stone Gorge (Hongshixia)
石林峡,117.242133,40.262445,北京,971,Shilin Gorge (Shilinxia)
沙溪古镇,99.850353,26.316787,大理,972,Shaxi Ancient Town
龙磐公园,120.851528,21.924454,屏东,973,Longpan Park
大慈岩风景区,119.291343,29.31244,杭州,974,Daciyan Scenic Area
东山岛,117.41166,23.691709,漳州,975,Dongshan Island
太平洋海底世界,116.306136,39.91884,北京,976,Pacific Underwater World
葡萄沟,89.243858,43.00095,吐鲁番,977,Grape Valley (Putao Valley)
太子湾公园,120.142178,30.225507,杭州,978,Prince Bay Park
外伶仃岛,114.042128,22.09914,珠海,979,Wailingding Island
中山公园,120.350963,36.064308,青岛,980,Zhongshan Park
走婚桥,100.87694,27.709764,凉山,981,Walking Marriage Bridge
打狗英国领事馆,120.270946,22.616136,高雄,982,British Consulate at Takow (Dagou)
夫子庙大成殿,118.788886,32.020556,南京,983,Confucius Temple Dacheng Hall
海埂公园,102.659764,24.960162,昆明,984,Haigeng Park
湖南省植物园,113.032182,28.103057,长沙,985,Hunan Botanical Garden
雁栖湖,116.684269,40.397831,北京,986,Yanqi Lake
防洪纪念塔,126.617197,45.78061,哈尔滨,987,Flood Control Monument
狼牙山,115.178706,39.131319,保定,988,Langya Mountain
马勒别墅,121.456328,31.2229,上海,989,Moller Villa
白水河,100.242204,27.126216,丽江,990,Baishui River
石浦渔港古城,121.94498,29.211478,宁波,991,Shipu Fishing Port Ancient City
鸡公山景区,114.077358,31.809301,信阳,992,Jigong Mountain Scenic Area
朝阳公园,116.482583,39.944139,北京,993,Chaoyang Park
第二海水浴场,120.35115,36.050663,青岛,994,Second Bathing Beach
大报恩寺遗址景区,118.783123,32.009233,南京,995,Dabao'en Temple Heritage Scenic Area
张北坝上草原,114.767056,41.286869,张家口,996,Zhangbei Bashang Grassland
姑婆山,111.560318,24.636065,贺州,997,Gupo Mountain
云上草原,119.654799,30.446609,湖州,998,Yunshang Grassland
遇龙河漂流,110.39971,24.809901,桂林,999,Yulong River Rafting
桃坪羌寨,103.458772,31.555344,阿坝,1000,Taoping Qiang Village
呼伦湖,117.664396,49.333616,呼伦贝尔,1001,Hulun Lake
